# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-t" "gene" "-g" "ID" "-s" "1" "-a" "annotation.gff" "-o" "counts.txt" "SRR10379724.bam" "SRR10379722.bam" "SRR10379725.bam" "SRR10379726.bam" "SRR10379723.bam" "SRR10379721.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10379724.bam	SRR10379722.bam	SRR10379725.bam	SRR10379726.bam	SRR10379723.bam	SRR10379721.bam
gene-SAOUHSC_02359	CP000253.1	2180579	2181655	-	1077	5477	6337	5495	1347	6834	7427
gene-SAOUHSC_02360	CP000253.1	2181656	2182255	-	600	2400	3273	2241	236	3432	3778
gene-SAOUHSC_02361	CP000253.1	2182602	2182856	-	255	18055	40269	11333	2612	41911	54752
gene-SAOUHSC_02362	CP000253.1	2182974	2184290	-	1317	21007	17381	23224	3425	17700	18137
gene-SAOUHSC_02363	CP000253.1	2184537	2185964	-	1428	30803	15023	37693	14130	11725	15796
gene-SAOUHSC_02364	CP000253.1	2186202	2186537	-	336	6582	35993	8077	731	41354	45415
gene-SAOUHSC_02365	CP000253.1	2186626	2187885	-	1260	12281	39807	16543	2174	41322	43576
gene-SAOUHSC_02366	CP000253.1	2188351	2189211	-	861	29181	23985	22074	5885	25770	31686
gene-SAOUHSC_02367	CP000253.1	2189429	2189950	+	522	1342	552	1249	84	514	784
gene-SAOUHSC_02368	CP000253.1	2190059	2191669	-	1611	10513	6319	12896	2886	5531	6502
gene-SAOUHSC_02369	CP000253.1	2192005	2192535	-	531	8190	9160	10141	939	10235	12682
gene-SAOUHSC_02370	CP000253.1	2192647	2193507	-	861	1887	1096	1254	216	859	1244
gene-SAOUHSC_A02254	CP000253.1	2193721	2193879	-	159	44	29	57	4	44	30
gene-SAOUHSC_02371	CP000253.1	2193931	2194734	+	804	2000	2089	2254	552	1708	2049
gene-SAOUHSC_02372	CP000253.1	2194864	2195535	-	672	4655	5381	4974	547	5560	6398
gene-SAOUHSC_02373	CP000253.1	2195934	2197127	-	1194	2871	2811	3916	486	2253	2862
gene-SAOUHSC_02374	CP000253.1	2197127	2198311	-	1185	2726	2187	3803	782	1495	1772
gene-SAOUHSC_02375	CP000253.1	2198622	2199092	+	471	3393	1182	4700	922	847	1407
gene-SAOUHSC_02376	CP000253.1	2199244	2199594	-	351	3698	20851	3463	392	20637	29210
gene-SAOUHSC_02377	CP000253.1	2199608	2200909	-	1302	10176	62761	15289	2924	60525	74951
gene-SAOUHSC_02378	CP000253.1	2200893	2201021	+	129	1	12	0	0	15	16
gene-SAOUHSC_02379	CP000253.1	2201188	2201850	-	663	4823	15771	6130	2519	12876	18665
gene-SAOUHSC_02380	CP000253.1	2202165	2202875	+	711	6581	1136	6397	931	613	1273
gene-SAOUHSC_02381	CP000253.1	2202996	2203439	-	444	12978	360179	10782	1538	359933	503078
gene-SAOUHSC_02382	CP000253.1	2203639	2204052	-	414	1809	572	3349	255	358	602
gene-SAOUHSC_02383	CP000253.1	2204510	2205883	-	1374	6626	4071	8805	536	3735	5136
gene-SAOUHSC_02384	CP000253.1	2206555	2206785	-	231	987	656	1351	160	554	771
gene-SAOUHSC_02385	CP000253.1	2206816	2207673	-	858	3938	1455	6407	740	1200	1650
gene-SAOUHSC_02386	CP000253.1	2207609	2207833	-	225	648	223	1069	33	212	237
gene-SAOUHSC_02387	CP000253.1	2208190	2208855	-	666	5184	1011	8204	2680	700	895
gene-SAOUHSC_02388	CP000253.1	2209007	2209327	+	321	303	2673	397	23	2027	2222
gene-SAOUHSC_02389	CP000253.1	2209329	2210309	+	981	1544	9647	1773	153	8204	9061
gene-SAOUHSC_02390	CP000253.1	2210575	2211666	+	1092	14412	4975	20635	1015	4500	6102
gene-SAOUHSC_02391	CP000253.1	2212109	2212213	-	105	12620	3697	6267	4030	1977	4632
gene-SAOUHSC_02392	CP000253.1	2212638	2212841	-	204	317	115	665	40	149	174
gene-SAOUHSC_02393	CP000253.1	2212900	2214036	-	1137	1115	197	1723	130	220	293
gene-SAOUHSC_02394	CP000253.1	2214325	2214417	+	93	1	1	0	0	6	2
gene-SAOUHSC_A02273	CP000253.1	2214493	2214651	+	159	0	5	1	0	4	4
gene-SAOUHSC_02396	CP000253.1	2215122	2215979	-	858	3746	2091	4933	786	1604	2643
gene-SAOUHSC_02397	CP000253.1	2216047	2216829	-	783	1646	902	2765	602	787	1014
gene-SAOUHSC_02399	CP000253.1	2217061	2218866	-	1806	9359	12253	9942	1279	11494	17603
gene-SAOUHSC_02400	CP000253.1	2219547	2221085	+	1539	5155	2528	2223	521	1619	2056
gene-SAOUHSC_02401	CP000253.1	2221120	2223252	+	2133	6566	3191	8161	1474	1714	2208
gene-SAOUHSC_02402	CP000253.1	2223264	2223698	+	435	2799	967	3157	1844	533	725
gene-SAOUHSC_02403	CP000253.1	2223698	2224804	+	1107	6524	2331	6984	1194	1215	1812
gene-SAOUHSC_02404	CP000253.1	2225123	2232559	-	7437	1569	3842	1638	265	3953	5699
gene-SAOUHSC_02405	CP000253.1	2232836	2234191	-	1356	7922	8760	8985	1633	9802	12154
gene-SAOUHSC_02406	CP000253.1	2234218	2235150	-	933	3005	3464	2722	224	3785	4534
gene-SAOUHSC_02407	CP000253.1	2235152	2235961	-	810	3224	3094	3369	245	3031	3845
gene-SAOUHSC_02409	CP000253.1	2236150	2237058	-	909	6500	2154	11451	1547	1009	2017
gene-SAOUHSC_02410	CP000253.1	2237284	2238486	+	1203	716	372	591	26	340	555
gene-SAOUHSC_02411	CP000253.1	2238622	2238726	+	105	23	42	44	12	20	40
gene-SAOUHSC_T00037	CP000253.1	2238714	2238789	-	76	1	11	1	2	4	10
gene-SAOUHSC_02412	CP000253.1	2238752	2238868	-	117	0	0	0	0	0	0
gene-SAOUHSC_T00017	CP000253.1	2238793	2238867	-	75	0	0	0	0	0	0
gene-SAOUHSC_T00058	CP000253.1	2238877	2238960	-	84	123	276	53	80	246	363
gene-SAOUHSC_T00061	CP000253.1	2238990	2239065	-	76	82	598	68	28	401	404
gene-SAOUHSC_T00020	CP000253.1	2239073	2239144	-	72	20	19	2	27	16	35
gene-SAOUHSC_T00010	CP000253.1	2239146	2239220	-	75	80	95	24	51	107	126
gene-SAOUHSC_R00015	CP000253.1	2239231	2239345	-	115	2	2	2	6	0	2
gene-SAOUHSC_R00010	CP000253.1	2239418	2242340	-	2923	1322	1826	1029	2329	733	1727
gene-SAOUHSC_T00029	CP000253.1	2242631	2242707	-	77	532	787	578	429	1497	3223
gene-SAOUHSC_R0005	CP000253.1	2242800	2244356	-	1557	356	167	215	798	53	310
gene-SAOUHSC_02416	CP000253.1	2244539	2244724	-	186	7	3	4	1	18	22
gene-SAOUHSC_02417	CP000253.1	2244932	2245819	-	888	5191	5460	5920	1363	6532	7287
gene-SAOUHSC_02418	CP000253.1	2246027	2247469	-	1443	4383	4866	5628	705	5917	6315
gene-SAOUHSC_02419	CP000253.1	2247791	2248264	-	474	1213	677	1500	49	1207	1129
gene-SAOUHSC_02420	CP000253.1	2248363	2249706	-	1344	1641	3015	1627	210	4158	4182
gene-SAOUHSC_02422	CP000253.1	2249883	2250566	-	684	3868	4708	3408	387	4663	5688
gene-SAOUHSC_02423	CP000253.1	2250585	2251772	-	1188	10327	14206	9726	2001	14411	16151
gene-SAOUHSC_02424	CP000253.1	2251816	2252331	-	516	3923	4603	3916	195	4386	5455
gene-SAOUHSC_02425	CP000253.1	2252508	2252768	+	261	20772	15171	23114	1974	7973	13768
gene-SAOUHSC_02426	CP000253.1	2252900	2254093	-	1194	667	8477	1530	367	17776	15673
gene-SAOUHSC_02427	CP000253.1	2254506	2255474	-	969	1003	2432	1345	175	2836	3724
gene-SAOUHSC_02428	CP000253.1	2255471	2256502	-	1032	813	1962	1233	156	2044	2694
gene-SAOUHSC_02430	CP000253.1	2256514	2257497	-	984	3156	7110	4222	202	9968	12390
gene-SAOUHSC_02432	CP000253.1	2257663	2257788	+	126	4	14	3	0	13	13
gene-SAOUHSC_02433	CP000253.1	2257889	2258959	-	1071	2001	1043	1807	212	945	1375
gene-SAOUHSC_02434	CP000253.1	2258966	2260723	-	1758	4749	2658	5240	1871	2187	2995
gene-SAOUHSC_02435	CP000253.1	2260710	2261903	-	1194	301	366	498	35	351	590
gene-SAOUHSC_02436	CP000253.1	2262005	2263981	+	1977	2091	3171	2694	243	4386	4523
gene-SAOUHSC_02437	CP000253.1	2264437	2265237	+	801	25	70	26	1	81	113
gene-SAOUHSC_02438	CP000253.1	2265255	2265554	+	300	20	51	24	6	43	69
gene-SAOUHSC_02440	CP000253.1	2265717	2266061	+	345	11	20	7	1	29	45
gene-SAOUHSC_02441	CP000253.1	2266097	2266606	-	510	379763	100679	522715	81021	62008	98800
gene-SAOUHSC_02442	CP000253.1	2266669	2266908	-	240	70579	15523	86275	70811	10396	14530
gene-SAOUHSC_02443	CP000253.1	2266921	2267457	-	537	171603	46261	244816	33927	24950	37526
gene-SAOUHSC_02444	CP000253.1	2267632	2269194	-	1563	45508	11008	51592	12634	6486	8367
gene-SAOUHSC_02445	CP000253.1	2269501	2270502	-	1002	1528	1281	1781	653	1196	1821
gene-SAOUHSC_02447	CP000253.1	2270736	2271737	-	1002	5677	4638	5844	1637	2784	6111
gene-SAOUHSC_02448	CP000253.1	2272020	2272904	-	885	2143	1082	2863	318	733	1292
gene-SAOUHSC_02449	CP000253.1	2273155	2274567	-	1413	477	2191	471	144	1591	2881
gene-SAOUHSC_02450	CP000253.1	2274585	2276297	-	1713	204	1391	165	66	753	1363
gene-SAOUHSC_02451	CP000253.1	2276303	2276614	-	312	14	299	34	11	146	277
gene-SAOUHSC_02452	CP000253.1	2276636	2277616	-	981	40	725	36	8	326	641
gene-SAOUHSC_02453	CP000253.1	2277620	2278552	-	933	37	738	40	13	327	648
gene-SAOUHSC_02454	CP000253.1	2278565	2279080	-	516	23	384	16	0	186	314
gene-SAOUHSC_02455	CP000253.1	2279096	2279524	-	429	14	331	10	4	192	317
gene-SAOUHSC_02456	CP000253.1	2279892	2280683	-	792	2281	1074	2853	298	956	1606
gene-SAOUHSC_02457	CP000253.1	2280889	2281629	+	741	1218	1205	1290	309	1013	1733
gene-SAOUHSC_A02331	CP000253.1	2281666	2281827	+	162	6	8	7	0	7	15
gene-SAOUHSC_02458	CP000253.1	2281920	2282528	-	609	202	74	374	35	96	112
gene-SAOUHSC_02459	CP000253.1	2282790	2282915	-	126	85	10	196	4	31	31
gene-SAOUHSC_02460	CP000253.1	2283135	2283983	-	849	2941	1392	3800	459	1153	2026
gene-SAOUHSC_02461	CP000253.1	2284053	2284469	-	417	918	261	1084	47	227	428
gene-SAOUHSC_02462	CP000253.1	2284713	2284880	+	168	10	8	28	0	16	16
gene-SAOUHSC_02463	CP000253.1	2284877	2287300	+	2424	809	921	1154	156	978	1388
gene-SAOUHSC_02464	CP000253.1	2287360	2288214	-	855	1057	872	1618	265	762	1106
gene-SAOUHSC_02465	CP000253.1	2288425	2289240	-	816	882	494	967	99	339	564
gene-SAOUHSC_02466	CP000253.1	2289534	2289959	+	426	7720	5913	6516	3000	2897	5948
gene-SAOUHSC_02467	CP000253.1	2290323	2291027	-	705	688	699	459	69	740	1097
gene-SAOUHSC_02468	CP000253.1	2291064	2292728	-	1665	1113	1193	1046	275	1239	1754
gene-SAOUHSC_02469	CP000253.1	2292961	2293200	+	240	23	27	38	5	23	61
gene-SAOUHSC_02470	CP000253.1	2293182	2293364	-	183	586	107	903	133	78	123
gene-SAOUHSC_02471	CP000253.1	2293918	2295324	-	1407	1350	1458	2537	317	1921	1919
gene-SAOUHSC_02472	CP000253.1	2295453	2296589	-	1137	2037	1415	2479	239	1606	1831
gene-SAOUHSC_02473	CP000253.1	2296590	2296682	-	93	0	0	0	0	0	0
gene-SAOUHSC_02474	CP000253.1	2296639	2297334	-	696	2053	1693	3570	713	1574	2184
gene-SAOUHSC_02475	CP000253.1	2297395	2297688	-	294	458	324	1041	50	364	346
gene-SAOUHSC_02476	CP000253.1	2297685	2298782	-	1098	401	155	638	75	173	227
gene-SAOUHSC_A02350	CP000253.1	2298943	2299110	+	168	0	3	0	0	5	7
gene-SAOUHSC_02477	CP000253.1	2299327	2299725	-	399	32225	48172	27692	15495	38560	52751
gene-SAOUHSC_02478	CP000253.1	2299739	2300176	-	438	20851	44444	24531	2943	35546	40739
gene-SAOUHSC_02480	CP000253.1	2300416	2301219	-	804	3141	2748	3795	499	2192	2940
gene-SAOUHSC_02481	CP000253.1	2301224	2302030	-	807	2088	1534	2605	503	1238	1690
gene-SAOUHSC_02482	CP000253.1	2302020	2302880	-	861	3600	2247	4403	561	1796	2399
gene-SAOUHSC_02483	CP000253.1	2302877	2303686	-	810	3031	1433	3962	959	964	1477
gene-SAOUHSC_02484	CP000253.1	2304224	2304592	-	369	19187	28640	16526	5709	26179	34583
gene-SAOUHSC_02485	CP000253.1	2304609	2305553	-	945	68174	99148	78755	23722	95477	115191
gene-SAOUHSC_02486	CP000253.1	2305628	2306017	-	390	22619	32740	18519	8648	25603	35739
gene-SAOUHSC_02487	CP000253.1	2306041	2306406	-	366	22787	32566	38318	11238	28430	36192
gene-SAOUHSC_02488	CP000253.1	2306429	2306542	-	114	10306	14237	31114	3137	17075	16068
gene-SAOUHSC_02489	CP000253.1	2306574	2306792	-	219	13361	19013	15837	1797	16552	22149
gene-SAOUHSC_02490	CP000253.1	2306985	2307632	-	648	52555	69068	59628	20267	63407	77689
gene-SAOUHSC_02491	CP000253.1	2307649	2308941	-	1293	87595	105013	123009	23096	91603	121006
gene-SAOUHSC_02492	CP000253.1	2308941	2309381	-	441	29261	32811	26967	24020	26048	37310
gene-SAOUHSC_02493	CP000253.1	2309398	2309577	-	180	15459	20612	31134	3079	20661	23807
gene-SAOUHSC_02494	CP000253.1	2309594	2310094	-	501	39220	50050	52532	31911	42446	56690
gene-SAOUHSC_02495	CP000253.1	2310115	2310474	-	360	28412	36042	57420	7137	34932	42116
gene-SAOUHSC_02496	CP000253.1	2310505	2311041	-	537	29759	39750	28512	5494	32089	45165
gene-SAOUHSC_02498	CP000253.1	2311066	2311464	-	399	27249	33244	46792	6922	35088	44654
gene-SAOUHSC_02499	CP000253.1	2311496	2311666	-	171	13788	18206	24172	2455	17972	23785
gene-SAOUHSC_02500	CP000253.1	2311704	2312243	-	540	32359	44804	52293	10693	40531	55424
gene-SAOUHSC_02501	CP000253.1	2312270	2312587	-	318	25173	37358	47210	9939	35873	43716
gene-SAOUHSC_02502	CP000253.1	2312623	2312991	-	369	25775	38790	33653	12145	33049	48220
gene-SAOUHSC_02503	CP000253.1	2313023	2313286	-	264	18374	26239	28735	2287	24245	30619
gene-SAOUHSC_02504	CP000253.1	2313310	2313519	-	210	9437	13435	15651	1728	13500	16996
gene-SAOUHSC_02505	CP000253.1	2313509	2313943	-	435	25502	40334	32839	15560	31859	46431
gene-SAOUHSC_02506	CP000253.1	2313946	2314599	-	654	38750	60303	51502	16623	50534	70651
gene-SAOUHSC_02507	CP000253.1	2314623	2314976	-	354	16390	25884	35966	9921	21325	28818
gene-SAOUHSC_02508	CP000253.1	2315005	2315283	-	279	23780	36795	42381	9670	32089	44322
gene-SAOUHSC_02509	CP000253.1	2315350	2316183	-	834	77029	90578	98079	70366	77612	106641
gene-SAOUHSC_02510	CP000253.1	2316216	2316491	-	276	14524	17254	22071	4431	15329	21280
gene-SAOUHSC_02511	CP000253.1	2316491	2317114	-	624	32904	44289	43176	22394	37083	50435
gene-SAOUHSC_02512	CP000253.1	2317141	2317803	-	663	37900	51182	53777	24903	46507	60799
gene-SAOUHSC_02515	CP000253.1	2318496	2318885	+	390	1109	400	2405	61	431	676
gene-SAOUHSC_02516	CP000253.1	2319077	2320255	-	1179	7241	23916	6619	1160	44824	40871
gene-SAOUHSC_02517	CP000253.1	2320524	2322659	-	2136	4474	4896	5973	1424	6847	6853
gene-SAOUHSC_02518	CP000253.1	2322685	2322780	-	96	7	3	20	3	37	18
gene-SAOUHSC_02519	CP000253.1	2322846	2323733	+	888	1786	846	2797	175	1116	1298
gene-SAOUHSC_02520	CP000253.1	2323914	2324777	+	864	4541	2618	6866	1842	2383	3379
gene-SAOUHSC_02521	CP000253.1	2324894	2325025	-	132	5	8	8	0	14	7
gene-SAOUHSC_02522	CP000253.1	2325196	2326086	-	891	1021	992	1408	76	1407	1652
gene-SAOUHSC_02523	CP000253.1	2326237	2326401	+	165	377	167	278	13	145	225
gene-SAOUHSC_02524	CP000253.1	2326646	2326963	+	318	1793	1717	2230	239	2686	2891
gene-SAOUHSC_02525	CP000253.1	2327150	2330317	-	3168	10369	7756	15041	3047	7942	9927
gene-SAOUHSC_02527	CP000253.1	2330434	2331699	-	1266	6635	4822	8563	1845	5421	6798
gene-SAOUHSC_02528	CP000253.1	2332088	2332339	+	252	369	32	516	21	63	85
gene-SAOUHSC_02529	CP000253.1	2332331	2333095	-	765	1588	719	2502	373	806	906
gene-SAOUHSC_02530	CP000253.1	2333257	2333697	+	441	136	1027	178	3	2277	1703
gene-SAOUHSC_02531	CP000253.1	2333690	2334901	+	1212	331	3032	337	29	6817	5764
gene-SAOUHSC_02532	CP000253.1	2335005	2335355	-	351	653	3602	751	37	7083	6632
gene-SAOUHSC_02533	CP000253.1	2335481	2335651	+	171	2	5	0	0	9	19
gene-SAOUHSC_02534	CP000253.1	2335708	2335851	-	144	130	140	128	147	138	204
gene-SAOUHSC_02535	CP000253.1	2335823	2335942	-	120	42	36	39	1	33	54
gene-SAOUHSC_02536	CP000253.1	2336046	2337068	-	1023	4546	3258	5630	1178	2838	4669
gene-SAOUHSC_02537	CP000253.1	2337088	2337687	-	600	1638	1014	1561	553	774	1296
gene-SAOUHSC_02538	CP000253.1	2337694	2337927	-	234	346	324	255	149	201	397
gene-SAOUHSC_02540	CP000253.1	2337933	2338379	-	447	1040	868	2018	190	897	1121
gene-SAOUHSC_02541	CP000253.1	2338393	2338878	-	486	852	807	1606	205	862	1100
gene-SAOUHSC_02542	CP000253.1	2338875	2340134	-	1260	1711	1768	2352	824	1771	2436
gene-SAOUHSC_02543	CP000253.1	2340197	2340691	+	495	2599	1941	3262	396	1870	2365
gene-SAOUHSC_02544	CP000253.1	2340693	2341199	-	507	762	755	922	303	663	1022
gene-SAOUHSC_02545	CP000253.1	2341230	2342234	-	1005	1516	1113	1914	363	897	1490
gene-SAOUHSC_02546	CP000253.1	2342404	2343009	-	606	1156	1212	1409	445	1306	1790
gene-SAOUHSC_02547	CP000253.1	2343010	2343681	-	672	1571	1134	1795	185	1182	1750
gene-SAOUHSC_02549	CP000253.1	2343695	2344477	-	783	1545	862	2346	228	846	1240
gene-SAOUHSC_02550	CP000253.1	2344767	2345564	+	798	2511	2065	1324	144	1605	3075
gene-SAOUHSC_02551	CP000253.1	2345736	2346506	-	771	840	1432	795	120	1294	2003
gene-SAOUHSC_02552	CP000253.1	2346578	2347132	-	555	402	498	549	94	474	591
gene-SAOUHSC_02553	CP000253.1	2347253	2348194	-	942	468	421	781	101	339	480
gene-SAOUHSC_02554	CP000253.1	2348593	2349501	-	909	5604	6047	9762	1293	5427	7307
gene-SAOUHSC_02555	CP000253.1	2349715	2349891	-	177	242	363	371	114	359	554
gene-SAOUHSC_02556	CP000253.1	2350014	2350880	-	867	428	463	869	272	496	608
gene-SAOUHSC_02557	CP000253.1	2351097	2351987	-	891	243	897	217	31	1313	1741
gene-SAOUHSC_02558	CP000253.1	2352262	2352564	+	303	11	102	13	7	127	209
gene-SAOUHSC_02559	CP000253.1	2352578	2352988	+	411	29	306	27	7	377	472
gene-SAOUHSC_02561	CP000253.1	2352985	2354700	+	1716	399	1797	343	174	1737	2858
gene-SAOUHSC_02562	CP000253.1	2354713	2355165	+	453	193	580	202	34	645	1021
gene-SAOUHSC_02563	CP000253.1	2355158	2355847	+	690	236	711	297	30	938	1342
gene-SAOUHSC_02564	CP000253.1	2355860	2356474	+	615	396	1165	472	48	1327	1914
gene-SAOUHSC_02565	CP000253.1	2356474	2357310	+	837	560	1685	581	50	2272	3194
gene-SAOUHSC_02566	CP000253.1	2357499	2357846	-	348	16897	15525	18241	2459	30950	34598
gene-SAOUHSC_02567	CP000253.1	2358144	2358323	+	180	1	0	0	0	0	1
gene-SAOUHSC_02568	CP000253.1	2358274	2358600	-	327	3054	2195	5245	601	2817	3358
gene-SAOUHSC_02569	CP000253.1	2358664	2359407	-	744	2368	943	3709	682	1489	1451
gene-SAOUHSC_02570	CP000253.1	2359433	2361388	-	1956	7362	1986	9608	1208	2118	2649
gene-SAOUHSC_02571	CP000253.1	2361998	2362801	+	804	2554	18054	1874	608	20099	15212
gene-SAOUHSC_02572	CP000253.1	2362818	2363060	-	243	49365	16637	64256	9457	13708	20305
gene-SAOUHSC_02573	CP000253.1	2363234	2364634	-	1401	12766	1888	19835	6312	1476	1993
gene-SAOUHSC_02574	CP000253.1	2364729	2365811	-	1083	12120	1595	14679	2972	1461	1970
gene-SAOUHSC_02575	CP000253.1	2366059	2366481	+	423	1409	231	1166	86	228	324
gene-SAOUHSC_02576	CP000253.1	2366718	2367218	+	501	1214	1113	1429	348	1175	1016
gene-SAOUHSC_A02445	CP000253.1	2367266	2367523	+	258	29	21	13	5	23	27
gene-SAOUHSC_02577	CP000253.1	2367580	2368533	+	954	10369	4413	14780	3208	3470	5672
gene-SAOUHSC_02579	CP000253.1	2368625	2369749	-	1125	2571	3006	2896	626	3579	4038
gene-SAOUHSC_02580	CP000253.1	2370060	2370698	-	639	4601	2989	5598	977	3175	3907
gene-SAOUHSC_A02450	CP000253.1	2370858	2371091	-	234	372	61	622	12	150	127
gene-SAOUHSC_02581	CP000253.1	2371319	2371792	-	474	13054	6959	16281	2704	6472	9189
gene-SAOUHSC_02582	CP000253.1	2371792	2374746	-	2955	64268	35852	74696	19604	29546	40765
gene-SAOUHSC_02583	CP000253.1	2375348	2376271	-	924	6094	11476	9110	2553	12005	13924
gene-SAOUHSC_02584	CP000253.1	2376428	2377225	-	798	2529	2674	3259	391	1280	1988
gene-SAOUHSC_02585	CP000253.1	2377610	2378302	+	693	3372	3010	6049	429	2937	3881
gene-SAOUHSC_02586	CP000253.1	2378658	2378972	+	315	77	160	127	15	201	246
gene-SAOUHSC_02587	CP000253.1	2378949	2379686	-	738	1177	245	1355	88	265	470
gene-SAOUHSC_02588	CP000253.1	2379510	2380064	+	555	32	23	36	7	19	50
gene-SAOUHSC_02589	CP000253.1	2380509	2381381	+	873	7761	10732	8644	659	10880	14712
gene-SAOUHSC_02590	CP000253.1	2381768	2383147	-	1380	15729	7515	19925	4763	7256	7999
gene-SAOUHSC_02591	CP000253.1	2383427	2383783	+	357	1183	382	1761	54	426	668
gene-SAOUHSC_02592	CP000253.1	2383780	2383965	+	186	950	410	1370	206	352	538
gene-SAOUHSC_02593	CP000253.1	2384061	2384252	-	192	867	236	1131	62	167	255
gene-SAOUHSC_02594	CP000253.1	2384263	2384898	-	636	2458	545	5059	482	435	700
gene-SAOUHSC_02595	CP000253.1	2384973	2385890	-	918	2732	147	4714	230	150	230
gene-SAOUHSC_02596	CP000253.1	2386157	2386687	+	531	419	193	505	19	204	240
gene-SAOUHSC_02597	CP000253.1	2386753	2388357	-	1605	3456	1647	4465	714	1178	1959
gene-SAOUHSC_02599	CP000253.1	2388687	2389451	+	765	722	165	781	52	160	253
gene-SAOUHSC_02600	CP000253.1	2389509	2390015	-	507	3295	1534	6020	1070	1299	2031
gene-SAOUHSC_02601	CP000253.1	2390182	2391393	-	1212	2758	733	3613	1120	669	906
gene-SAOUHSC_02602	CP000253.1	2391278	2391637	+	360	24	59	31	5	61	102
gene-SAOUHSC_02603	CP000253.1	2391720	2392289	-	570	663	94	1006	92	111	176
gene-SAOUHSC_02604	CP000253.1	2392776	2393657	-	882	19896	4864	25192	13439	3578	5641
gene-SAOUHSC_02605	CP000253.1	2393768	2394889	-	1122	1674	689	2839	785	649	935
gene-SAOUHSC_02606	CP000253.1	2395166	2396404	-	1239	843	2057	1113	274	1964	3043
gene-SAOUHSC_02607	CP000253.1	2396404	2398065	-	1662	514	1909	765	291	1778	2527
gene-SAOUHSC_02608	CP000253.1	2398225	2399109	+	885	426	248	537	22	189	366
gene-SAOUHSC_02609	CP000253.1	2399531	2399950	+	420	38	33	37	2	32	48
gene-SAOUHSC_02610	CP000253.1	2400206	2401141	-	936	13980	5809	16261	9425	3642	5797
gene-SAOUHSC_02611	CP000253.1	2401431	2402690	+	1260	4362	1784	5078	495	2127	2804
gene-SAOUHSC_02612	CP000253.1	2402756	2403442	-	687	2492	912	2702	491	681	1214
gene-SAOUHSC_02613	CP000253.1	2403616	2404269	+	654	1687	560	1562	150	415	766
gene-SAOUHSC_A02483	CP000253.1	2404293	2404481	+	189	29	7	18	5	14	12
gene-SAOUHSC_02614	CP000253.1	2404505	2405524	-	1020	3136	2000	4676	600	1683	2442
gene-SAOUHSC_02615	CP000253.1	2405554	2405880	-	327	1634	819	3028	604	704	925
gene-SAOUHSC_02616	CP000253.1	2405929	2406114	-	186	13	4	6	0	6	6
gene-SAOUHSC_02618	CP000253.1	2406098	2407330	-	1233	845	1109	1103	71	1274	1719
gene-SAOUHSC_02619	CP000253.1	2407323	2408222	-	900	197	275	225	7	298	392
gene-SAOUHSC_02620	CP000253.1	2408453	2409100	-	648	568	3372	781	75	5093	4896
gene-SAOUHSC_02621	CP000253.1	2409499	2410107	+	609	338	226	344	244	200	371
gene-SAOUHSC_02622	CP000253.1	2410444	2411652	+	1209	696	931	517	103	963	1127
gene-SAOUHSC_02623	CP000253.1	2411700	2412749	-	1050	4720	4171	5774	1379	4269	5485
gene-SAOUHSC_02624	CP000253.1	2412780	2413727	-	948	2062	1216	2208	134	1246	1578
gene-SAOUHSC_02625	CP000253.1	2413824	2414315	+	492	1392	626	2129	103	543	902
gene-SAOUHSC_02626	CP000253.1	2414312	2414731	+	420	2115	885	3477	529	736	1140
gene-SAOUHSC_02627	CP000253.1	2414839	2415741	-	903	3341	1209	3866	1156	1128	1884
gene-SAOUHSC_02628	CP000253.1	2415967	2416605	+	639	3081	1980	3030	365	2029	2770
gene-SAOUHSC_02629	CP000253.1	2416851	2418782	-	1932	23455	22985	32716	6808	14229	14504
gene-SAOUHSC_02630	CP000253.1	2418795	2419442	-	648	8276	8376	13455	1823	4833	5481
gene-SAOUHSC_02631	CP000253.1	2419563	2420114	+	552	1089	217	1060	73	266	469
gene-SAOUHSC_02632	CP000253.1	2420344	2420631	-	288	366	126	756	133	129	177
gene-SAOUHSC_02633	CP000253.1	2420613	2421551	-	939	913	364	1346	154	288	324
gene-SAOUHSC_02634	CP000253.1	2421661	2421789	-	129	5	9	5	2	10	10
gene-SAOUHSC_02635	CP000253.1	2421820	2423202	-	1383	3106	4060	4556	303	4879	5989
gene-SAOUHSC_A02503	CP000253.1	2423112	2423381	+	270	32	18	29	0	19	47
gene-SAOUHSC_02636	CP000253.1	2423442	2423618	-	177	4966	4871	4893	1019	5125	7120
gene-SAOUHSC_02637	CP000253.1	2423661	2423897	-	237	4159	3245	5343	596	4251	4713
gene-SAOUHSC_02638	CP000253.1	2424092	2425060	+	969	2042	483	3338	401	305	615
gene-SAOUHSC_A02505	CP000253.1	2425299	2425460	-	162	29	65	44	64	47	69
gene-SAOUHSC_02639	CP000253.1	2425635	2425991	+	357	78	14	94	7	14	17
gene-SAOUHSC_02640	CP000253.1	2426131	2426796	-	666	175	513	212	21	502	802
gene-SAOUHSC_02641	CP000253.1	2426796	2427851	-	1056	116	337	98	12	345	461
gene-SAOUHSC_02643	CP000253.1	2427987	2428661	+	675	668	506	822	127	593	680
gene-SAOUHSC_02644	CP000253.1	2428654	2430027	+	1374	1870	2326	1990	190	2813	3313
